record_id,owner_name,guardian_name,state,district,tehsil,village,khasra_number,plot_number,land_use_type,land_area_sq_m,survey_year,latitude,longitude,document_id,upload_timestamp,Hash,QR_Image
248,Ravi Shukla,Deepak Yadav,Uttar Pradesh,Sitapur,Bikapur,Shivpur,1665,575/1,Commercial,1486,2018,26.952654,81.870579,LANDDOC-10248,2026-03-14 11:37:43,c756cadaed83e486d49857b25e6126b5ca891c75672ceb5bf359b5b72688b9c0,qr_codes\qr_248.png
249,Deepak Yadav,Neha Gupta,Uttar Pradesh,Sitapur,Phulpur,Basantpur,7217,632/4,Residential,4146,2019,26.706603,80.528977,LANDDOC-10249,2026-03-14 11:37:43,aba0d89041ca96d61d9d6e001a8b72d5005fe99e26038f76855962a0ed81d0d8,qr_codes\qr_249.png
250,Pooja Yadav,Amit Sharma,Uttar Pradesh,Barabanki,Bikapur,Kalyanpur,5714,602/4,Commercial,4266,2020,26.82939,81.34838,LANDDOC-10250,2026-03-14 11:37:43,135fb35cd4dfb04e5d36639789b84e3e2e41034b86cb783419585ae7466cbcfd,qr_codes\qr_250.png
251,Ravi Shukla,Pooja Yadav,Uttar Pradesh,Prayagraj,Malihabad,Madhopur,7034,903/5,Residential,3036,2021,26.892508,81.504139,LANDDOC-10251,2026-03-14 11:37:43,89ecd60e2a56ff5d990b43af37d5bb884ed769a70353c0574258c9b0c6c20d41,qr_codes\qr_251.png
252,Sneha Dubey,Amit Sharma,Uttar Pradesh,Kanpur,Malihabad,Rampur,9641,591/5,Commercial,1699,2015,25.590662,82.125757,LANDDOC-10252,2026-03-14 11:37:43,01868137306a49f9147f5d7a082c9810df0f4a84c26b5900221ec8c14f602a68,qr_codes\qr_252.png
253,Rahul Verma,Priya Singh,Uttar Pradesh,Varanasi,Malihabad,Shivpur,1151,248/6,Residential,1082,2015,26.97856,81.806686,LANDDOC-10253,2026-03-14 11:37:43,73a347fc62cebc35addc5101694abd240a27494f6dd082078ee94f70cdbce6e8,qr_codes\qr_253.png
254,Priya Singh,Anjali Srivastava,Uttar Pradesh,Prayagraj,Sadar,Lakshmipur,8017,795/1,Commercial,4487,2024,26.858533,80.50962,LANDDOC-10254,2026-03-14 11:37:43,e07252abb24ac3cfa5be9274d512845d6164c3887afdce468abe2694d71cfa16,qr_codes\qr_254.png
255,Vikas Pandey,Vikas Pandey,Uttar Pradesh,Sitapur,Bikapur,Kalyanpur,8256,114/7,Commercial,2480,2022,27.103093,80.114113,LANDDOC-10255,2026-03-14 11:37:43,db25c3acaa868d7dbc43eefee9e077c2545d1ad3f63a97e915a26c402dae3bc4,qr_codes\qr_255.png
256,Arjun Singh,Anjali Srivastava,Uttar Pradesh,Barabanki,Bikapur,Basantpur,9370,546/4,Commercial,2347,2021,26.332809,81.06284,LANDDOC-10256,2026-03-14 11:37:43,1b695ec413f891f21586ba69fe7cce6e199ccfa7cfdd082de85d55343060707d,qr_codes\qr_256.png
257,Rohit Mishra,Arjun Singh,Uttar Pradesh,Kanpur,Malihabad,Shivpur,5756,334/4,Agricultural,2370,2022,26.322746,79.937172,LANDDOC-10257,2026-03-14 11:37:43,dc6c9d0b2d066a55e688a9917878b353a880753bb23f2bc9fb671fe1dbddc7a6,qr_codes\qr_257.png
258,Priya Singh,Anjali Srivastava,Uttar Pradesh,Barabanki,Bikapur,Shivpur,9820,864/8,Commercial,1663,2024,26.953479,80.022447,LANDDOC-10258,2026-03-14 11:37:43,5a23fb0581f194048c9465466d071f42a749e263b9f031e54e1ba3cb61dc309a,qr_codes\qr_258.png
259,Anjali Srivastava,Vikas Pandey,Uttar Pradesh,Prayagraj,Sadar,Shivpur,6124,248/5,Agricultural,326,2019,27.315598,82.482195,LANDDOC-10259,2026-03-14 11:37:43,2aee737e5d0b94749d384ac6e472ba3f89dd0c1dbfc33451fb7f5c2b8fbf784c,qr_codes\qr_259.png
260,Pooja Yadav,Anjali Srivastava,Uttar Pradesh,Lucknow,Bikapur,Shivpur,9290,491/8,Commercial,740,2024,25.609616,82.086226,LANDDOC-10260,2026-03-14 11:37:43,8b61ec4cc8659eeb74d30363b23b176d9c748d235877f76cb624262a87e6b222,qr_codes\qr_260.png
261,Amit Sharma,Deepak Yadav,Uttar Pradesh,Prayagraj,Malihabad,Basantpur,7692,126/8,Agricultural,1407,2019,27.111176,79.574559,LANDDOC-10261,2026-03-14 11:37:43,d4f5773c312ee13f1ca45aa186dfa477038e3a869e238874bac07cf2ad81a215,qr_codes\qr_261.png
262,Nidhi Saxena,Deepak Yadav,Uttar Pradesh,Sitapur,Bikapur,Basantpur,7050,367/2,Agricultural,1280,2022,26.935145,80.344894,LANDDOC-10262,2026-03-14 11:37:43,550d1e28f16186ca9e9484d52d31a5e872c13397cbdb5f615cf65bcd2e8bda5d,qr_codes\qr_262.png
263,Rohit Mishra,Nidhi Saxena,Uttar Pradesh,Kanpur,Meja,Madhopur,7045,349/5,Agricultural,3874,2020,25.527187,81.08071,LANDDOC-10263,2026-03-14 11:37:43,fdc2e8ec5913c1c898c40ad2cb1447c7d7f7bb40c5ff21353c84d5f069888370,qr_codes\qr_263.png
264,Anjali Srivastava,Saurabh Jain,Uttar Pradesh,Sitapur,Sadar,Kalyanpur,3543,523/7,Residential,4719,2021,26.337943,80.998119,LANDDOC-10264,2026-03-14 11:37:43,83fd8ec78b83216c2cb176123cea95e0797f13f1bcf14ff93850570603ccf73a,qr_codes\qr_264.png
265,Pooja Yadav,Anjali Srivastava,Uttar Pradesh,Sitapur,Sadar,Madhopur,3854,470/2,Commercial,2915,2020,26.859598,81.007228,LANDDOC-10265,2026-03-14 11:37:43,c26ffb59992a274de17d0788be9503a4141afdb0314cd87526d0ac1d813b7dbe,qr_codes\qr_265.png
266,Priya Singh,Nidhi Saxena,Uttar Pradesh,Sitapur,Meja,Rampur,5696,777/9,Commercial,3316,2017,27.168437,81.069331,LANDDOC-10266,2026-03-14 11:37:43,78d246ab8a5f3bf22eb162fba52be064ac8f853de98fabc287d15a57c3e350ab,qr_codes\qr_266.png
267,Anjali Srivastava,Ankit Tiwari,Uttar Pradesh,Prayagraj,Bikapur,Madhopur,9163,700/4,Agricultural,4599,2023,27.198681,80.677193,LANDDOC-10267,2026-03-14 11:37:43,ab081a71e9dffbfda7278cbf98e0fe15e0741fa58f3b32909853c898d2ce5a05,qr_codes\qr_267.png
268,Ankit Tiwari,Ankit Tiwari,Uttar Pradesh,Prayagraj,Sadar,Shivpur,8044,778/5,Commercial,2076,2017,26.574843,79.864803,LANDDOC-10268,2026-03-14 11:37:43,9f255d350a8e39d8a7b54140994fada8148f6fe5bc7e92fb6e8a1b9496a82979,qr_codes\qr_268.png
269,Pooja Yadav,Rahul Verma,Uttar Pradesh,Sitapur,Sadar,Lakshmipur,6552,477/4,Residential,1558,2024,25.81935,81.1915,LANDDOC-10269,2026-03-14 11:37:43,d68694ba9a49f1e3f46e4cb2fbb30be291d23f7dd522b10ffe1fbb7ed5e9c988,qr_codes\qr_269.png
270,Anjali Srivastava,Saurabh Jain,Uttar Pradesh,Kanpur,Sadar,Lakshmipur,1807,854/3,Agricultural,992,2021,27.389603,82.173688,LANDDOC-10270,2026-03-14 11:37:43,d1f2fee29bcc1e3cbc99063caf771f2aad53cab79758688ec6fdc827a216a2be,qr_codes\qr_270.png
271,Arjun Singh,Deepak Yadav,Uttar Pradesh,Varanasi,Sadar,Madhopur,9696,167/4,Commercial,291,2016,26.010429,81.346236,LANDDOC-10271,2026-03-14 11:37:43,69631741b0a5b841554e939bf824a99818c10b23d19034c45a02d3610da8b8e3,qr_codes\qr_271.png
272,Anjali Srivastava,Sneha Dubey,Uttar Pradesh,Gorakhpur,Phulpur,Lakshmipur,6815,179/3,Residential,4217,2024,26.106439,81.119386,LANDDOC-10272,2026-03-14 11:37:43,67d40f1d0f8de6229826dbab7f386d408fd524554b6e20f7140844684bcc51e4,qr_codes\qr_272.png
273,Ankit Tiwari,Ravi Shukla,Uttar Pradesh,Sitapur,Bikapur,Shivpur,7908,565/9,Residential,1000,2022,25.79589,81.798765,LANDDOC-10273,2026-03-14 11:37:43,3f637366101542f8e0dde410bd97b04217efd3bed5d12f62dc1800ef28329b1a,qr_codes\qr_273.png
274,Deepak Yadav,Rohit Mishra,Uttar Pradesh,Gorakhpur,Phulpur,Rampur,7637,319/7,Residential,3322,2018,26.913003,80.175657,LANDDOC-10274,2026-03-14 11:37:43,780c468a062b68f373ff3bcefe142b1bd64ac2f764050893cdb60aae048b99bf,qr_codes\qr_274.png
275,Nidhi Saxena,Rahul Verma,Uttar Pradesh,Barabanki,Meja,Rampur,2028,280/2,Residential,1120,2022,25.558707,82.195677,LANDDOC-10275,2026-03-14 11:37:43,64edcfc0eff4e993b0b197a13e2d045622a694fbbf37fe94c805ce03f6b213af,qr_codes\qr_275.png
276,Ankit Tiwari,Vikas Pandey,Uttar Pradesh,Kanpur,Malihabad,Shivpur,2060,348/3,Commercial,3416,2019,27.09873,80.054018,LANDDOC-10276,2026-03-14 11:37:43,3cf127739895f99864fa84f3e3fded09eb27bd6d4c7ccbb493ba10dd0f7dcfc5,qr_codes\qr_276.png
277,Arjun Singh,Amit Sharma,Uttar Pradesh,Prayagraj,Sadar,Lakshmipur,6626,131/6,Residential,659,2024,25.568631,80.29027,LANDDOC-10277,2026-03-14 11:37:43,4caa0d963980856fad9bcafd8e23c9e79a7968c90a6ded69565b25daa4667f69,qr_codes\qr_277.png
278,Nidhi Saxena,Deepak Yadav,Uttar Pradesh,Sitapur,Meja,Rampur,9435,594/5,Residential,988,2019,27.084095,81.381911,LANDDOC-10278,2026-03-14 11:37:43,35e86df8535deea37dcf3a32efa995c5ceb601a81549161e50ad72a265915862,qr_codes\qr_278.png
279,Saurabh Jain,Vikas Pandey,Uttar Pradesh,Barabanki,Bikapur,Madhopur,5838,462/9,Residential,2503,2015,27.315137,82.166717,LANDDOC-10279,2026-03-14 11:37:43,2e3352d904eee20f413fd2a15e3734293076346b979b6e97e26deff99267b748,qr_codes\qr_279.png
280,Arjun Singh,Pooja Yadav,Uttar Pradesh,Kanpur,Sadar,Shivpur,3323,520/2,Commercial,1018,2017,25.870228,81.50047,LANDDOC-10280,2026-03-14 11:37:43,48d0ab616cc6dde668afe8f5d8ed90bdfa08520e1ddc64fdd78bf45262fbfede,qr_codes\qr_280.png
281,Arjun Singh,Sneha Dubey,Uttar Pradesh,Barabanki,Meja,Madhopur,3332,227/9,Agricultural,211,2024,25.714718,79.62555,LANDDOC-10281,2026-03-14 11:37:43,5c2dda0e5cd204f31d93ebb60795a02ee85db8cd7f787c28d2166231bc5660a1,qr_codes\qr_281.png
282,Rohit Mishra,Rohit Mishra,Uttar Pradesh,Gorakhpur,Sadar,Lakshmipur,1788,481/8,Agricultural,3377,2018,27.025187,80.848147,LANDDOC-10282,2026-03-14 11:37:43,b2a0617dba11ff1fbe0d70c8a659fce3138669664320544583e563aafdc43abf,qr_codes\qr_282.png
283,Amit Sharma,Priya Singh,Uttar Pradesh,Prayagraj,Sadar,Basantpur,2323,180/6,Residential,3347,2015,26.295677,80.503661,LANDDOC-10283,2026-03-14 11:37:43,826a7b62da1ad9383753916a99fb8703ae620bc94ae3b19b55fa7eadacca7e5c,qr_codes\qr_283.png
284,Pooja Yadav,Anjali Srivastava,Uttar Pradesh,Barabanki,Phulpur,Kalyanpur,3154,938/4,Residential,4504,2024,27.218215,81.409757,LANDDOC-10284,2026-03-14 11:37:43,c027836f2e06d669ddcac6e5f71ef6b93ca06f9bd3c282e2caf4e89c661a6415,qr_codes\qr_284.png
285,Arjun Singh,Ravi Shukla,Uttar Pradesh,Sitapur,Phulpur,Basantpur,3508,708/8,Agricultural,3248,2016,25.961072,81.356797,LANDDOC-10285,2026-03-14 11:37:43,a31137ac56da38d51e9a953d1fbe172d8e3656672bce10dcfac35a4b03660d7e,qr_codes\qr_285.png
286,Vikas Pandey,Saurabh Jain,Uttar Pradesh,Gorakhpur,Malihabad,Kalyanpur,4803,720/4,Commercial,2235,2016,25.844398,80.531164,LANDDOC-10286,2026-03-14 11:37:43,51b8d0825a3874a9ef94e33cb0a9d5f0429eca8af9aed172148ffda14a281c9c,qr_codes\qr_286.png
287,Sneha Dubey,Rahul Verma,Uttar Pradesh,Lucknow,Sadar,Kalyanpur,1626,467/4,Commercial,1053,2019,25.75092,82.050184,LANDDOC-10287,2026-03-14 11:37:43,24954f5571e6aa13bd5ceaa61ec67ba5ef6b18d2683d4374fdf478da7c172dd5,qr_codes\qr_287.png
288,Priya Singh,Ankit Tiwari,Uttar Pradesh,Gorakhpur,Bikapur,Madhopur,5742,461/2,Commercial,4866,2015,26.959726,82.004134,LANDDOC-10288,2026-03-14 11:37:43,c1efbedcdf48cafd7d6c046b48e73614f709c24ad241810d272812e788c3a246,qr_codes\qr_288.png
289,Priya Singh,Saurabh Jain,Uttar Pradesh,Barabanki,Malihabad,Basantpur,9732,136/9,Residential,3874,2019,26.402212,80.648522,LANDDOC-10289,2026-03-14 11:37:43,425ade142b74b6e6a98d2afce3558d94341b23a7c886895a28be64ffcce78663,qr_codes\qr_289.png
290,Vikas Pandey,Vikas Pandey,Uttar Pradesh,Gorakhpur,Phulpur,Basantpur,2127,904/6,Commercial,4639,2022,26.46162,81.271137,LANDDOC-10290,2026-03-14 11:37:43,7295a68247f2e405cb40b0c7775c59140aee477bb0e5f17419eedb16563322bf,qr_codes\qr_290.png
291,Vikas Pandey,Rahul Verma,Uttar Pradesh,Prayagraj,Phulpur,Shivpur,3944,172/9,Residential,4451,2020,27.204408,79.67342,LANDDOC-10291,2026-03-14 11:37:43,55ce5ec5aa0690f947c7e12863865c60a3ede73bd748c4f5bfb0f4cf98bf3059,qr_codes\qr_291.png
292,Rohit Mishra,Neha Gupta,Uttar Pradesh,Prayagraj,Phulpur,Shivpur,6744,604/2,Residential,4465,2016,26.431122,81.202466,LANDDOC-10292,2026-03-14 11:37:43,b8f7346ab3f40fd86bcce4bb3dcfa905e9874c6a47b12a6c91c8c80206784552,qr_codes\qr_292.png
293,Pooja Yadav,Anjali Srivastava,Uttar Pradesh,Kanpur,Phulpur,Rampur,7759,366/4,Residential,4413,2019,25.655304,80.743349,LANDDOC-10293,2026-03-14 11:37:43,26c60672ff4f92361ee0def2c20741a329c56d59767fd8d64b211c2cdc9d0641,qr_codes\qr_293.png
294,Rohit Mishra,Rohit Mishra,Uttar Pradesh,Kanpur,Phulpur,Madhopur,2851,611/6,Residential,2284,2018,26.310041,81.895352,LANDDOC-10294,2026-03-14 11:37:43,433b9e92e46fb299cce8b6d64917c23bace34e937379aa228f00a20dae9a70e9,qr_codes\qr_294.png
295,Priya Singh,Neha Gupta,Uttar Pradesh,Prayagraj,Malihabad,Lakshmipur,6738,664/4,Agricultural,2070,2015,27.407351,79.863586,LANDDOC-10295,2026-03-14 11:37:43,b3579339013b708e5abe61173f7e7895fd729eb6769c04faccec64726f9d97cc,qr_codes\qr_295.png
296,Sneha Dubey,Saurabh Jain,Uttar Pradesh,Gorakhpur,Phulpur,Shivpur,6613,967/3,Commercial,520,2018,26.945888,82.493398,LANDDOC-10296,2026-03-14 11:37:43,25db6418670c3f92d3410e7de4b314e2cb5707decc0e2b6881bf40d4ba714327,qr_codes\qr_296.png
297,Amit Sharma,Pooja Yadav,Uttar Pradesh,Sitapur,Meja,Lakshmipur,1503,309/9,Residential,4643,2020,26.118102,80.412369,LANDDOC-10297,2026-03-14 11:37:43,bcf810428f1caeb481f221e98cf1a23b93338f13aa5d43af5d8c8f45026e0f31,qr_codes\qr_297.png
298,Neha Gupta,Vikas Pandey,Uttar Pradesh,Sitapur,Phulpur,Kalyanpur,1046,649/9,Agricultural,3735,2018,25.901376,82.182611,LANDDOC-10298,2026-03-14 11:37:43,1aa15ece0334a32f125b073ed04006b24601a44ea7dd0759500cc7e292c20195,qr_codes\qr_298.png
299,Ravi Shukla,Pooja Yadav,Uttar Pradesh,Barabanki,Malihabad,Basantpur,5779,447/7,Agricultural,369,2018,26.092832,79.825284,LANDDOC-10299,2026-03-14 11:37:43,f90d69ce83196c3ea7032d4fbdd51bf118e3b8d5b0d1771c1472a2464b4d1594,qr_codes\qr_299.png
300,Rohit Mishra,Amit Sharma,Uttar Pradesh,Barabanki,Meja,Rampur,6193,320/8,Agricultural,1061,2020,25.514735,82.435742,LANDDOC-10300,2026-03-14 11:37:43,a578a336fe5a52383701220a1ca5918fb1aa9f2bf743e7c256fcd1d564e7438b,qr_codes\qr_300.png
301,Arjun Singh,Vikas Pandey,Uttar Pradesh,Varanasi,Bikapur,Madhopur,9467,146/3,Agricultural,3353,2023,27.377817,79.719776,LANDDOC-10301,2026-03-14 11:37:43,195a2ed9f9ce392d63c62ce1a66ed490ee842fad2c17d44908adcad6497330aa,qr_codes\qr_301.png
302,Amit Sharma,Sneha Dubey,Uttar Pradesh,Lucknow,Malihabad,Lakshmipur,6385,937/3,Agricultural,2760,2023,26.831796,82.352194,LANDDOC-10302,2026-03-14 11:37:43,fd379499dcb6bb7fc4107c098992020c2a8009436cdf0180c9d68a78f9aadef9,qr_codes\qr_302.png
303,Amit Sharma,Sneha Dubey,Uttar Pradesh,Barabanki,Malihabad,Kalyanpur,4792,121/9,Residential,4025,2016,26.201389,81.185553,LANDDOC-10303,2026-03-14 11:37:43,dcbcba5e19ff49a3ae19300349503ad720937f963104e83b45d53c8d752220e8,qr_codes\qr_303.png
304,Arjun Singh,Nidhi Saxena,Uttar Pradesh,Sitapur,Meja,Rampur,3010,370/7,Agricultural,4861,2021,25.569917,81.412465,LANDDOC-10304,2026-03-14 11:37:43,0ac290be1fb69b6a94e3b4e49d1e4bc0d3542884ee5c864eb5989f0f5a0c788c,qr_codes\qr_304.png
305,Saurabh Jain,Ravi Shukla,Uttar Pradesh,Prayagraj,Malihabad,Rampur,6542,315/7,Agricultural,1530,2024,25.95663,80.454006,LANDDOC-10305,2026-03-14 11:37:43,d5fd0b35ff65aedc7581ed889b96690a19d9d72eb1c4b685fc75ad6097596583,qr_codes\qr_305.png
306,Priya Singh,Priya Singh,Uttar Pradesh,Prayagraj,Malihabad,Lakshmipur,6209,621/6,Agricultural,3288,2021,26.644748,81.250468,LANDDOC-10306,2026-03-14 11:37:43,87243188fe2618bd402ce56956c5ef1aa08bc9122f43fd49e9acb1708e49b0dd,qr_codes\qr_306.png
307,Nidhi Saxena,Pooja Yadav,Uttar Pradesh,Lucknow,Phulpur,Kalyanpur,1679,171/5,Residential,4679,2017,26.968223,81.690933,LANDDOC-10307,2026-03-14 11:37:43,305473692cb3d16ab28994df6f4cc633c035e5c5e47c779ce29fadbb545c32a4,qr_codes\qr_307.png
308,Sneha Dubey,Neha Gupta,Uttar Pradesh,Kanpur,Sadar,Lakshmipur,6169,457/2,Commercial,1271,2019,25.630843,81.266832,LANDDOC-10308,2026-03-14 11:37:43,7c279842ea49819fed992e5c63dad704810b303d0faf7fefa3cc48a37503abef,qr_codes\qr_308.png
309,Arjun Singh,Rohit Mishra,Uttar Pradesh,Kanpur,Bikapur,Shivpur,9318,992/7,Commercial,2985,2021,26.682423,81.000922,LANDDOC-10309,2026-03-14 11:37:43,4bcef1ec78e50ef4eca08c5e7eb42b4c5583dcbfd46c9ad491c3b4c9146adf06,qr_codes\qr_309.png
310,Vikas Pandey,Anjali Srivastava,Uttar Pradesh,Kanpur,Bikapur,Madhopur,3099,738/8,Commercial,2606,2020,27.428429,79.53053,LANDDOC-10310,2026-03-14 11:37:43,513497644ab57732f3e1b31e3a33f764e2c7ad3400c743dc1e72bc61e42ee0ea,qr_codes\qr_310.png
311,Pooja Yadav,Arjun Singh,Uttar Pradesh,Kanpur,Sadar,Kalyanpur,4879,504/7,Agricultural,4416,2018,27.26152,80.814619,LANDDOC-10311,2026-03-14 11:37:43,0c4b9af576329c8e06c907a119ab686861c6b733badcbb49061e1e9846829f48,qr_codes\qr_311.png
312,Ravi Shukla,Priya Singh,Uttar Pradesh,Prayagraj,Malihabad,Lakshmipur,1293,295/1,Residential,2629,2015,27.110096,80.858485,LANDDOC-10312,2026-03-14 11:37:43,2e4237190b0b2ee01fd2d8573d8a22dea76620301c7cee02b70e8bba49460c5b,qr_codes\qr_312.png
313,Priya Singh,Ankit Tiwari,Uttar Pradesh,Prayagraj,Bikapur,Madhopur,7896,416/8,Residential,796,2019,26.833788,80.80385,LANDDOC-10313,2026-03-14 11:37:43,9a80de687b28e99dad76b04d7dc5d6cf770904f415b6509159446947f3872286,qr_codes\qr_313.png
314,Rahul Verma,Ankit Tiwari,Uttar Pradesh,Barabanki,Phulpur,Rampur,3606,553/2,Agricultural,1424,2021,25.549489,81.111169,LANDDOC-10314,2026-03-14 11:37:43,ebef5b432388d0c62073c4ac04426dd19b6d761514efecee46bc0f938e1cb20a,qr_codes\qr_314.png
315,Anjali Srivastava,Rahul Verma,Uttar Pradesh,Varanasi,Phulpur,Lakshmipur,2351,415/7,Agricultural,3135,2021,27.134397,81.783253,LANDDOC-10315,2026-03-14 11:37:43,907fbb099e096d0ac9e4275db5e636f7be769c8e3f03b5824e36498ab96509dc,qr_codes\qr_315.png
316,Ravi Shukla,Sneha Dubey,Uttar Pradesh,Lucknow,Bikapur,Shivpur,2451,184/5,Commercial,4027,2020,26.010795,80.414074,LANDDOC-10316,2026-03-14 11:37:43,69f3cec4d601809be633024268c5d51dc6c3c3e3d01aefb1421b6b3350541612,qr_codes\qr_316.png
317,Neha Gupta,Anjali Srivastava,Uttar Pradesh,Kanpur,Bikapur,Shivpur,3355,103/6,Commercial,1170,2024,26.218806,81.659555,LANDDOC-10317,2026-03-14 11:37:43,f79ac54bfcd690421ad5f8fc757e0f6067279fb1dbebc546031145b5072559b0,qr_codes\qr_317.png
318,Ravi Shukla,Priya Singh,Uttar Pradesh,Barabanki,Malihabad,Madhopur,7838,785/5,Commercial,1210,2019,25.725983,80.078922,LANDDOC-10318,2026-03-14 11:37:43,04946d2b13fdba23ef336b459a370c2c10fb81e8b33d92cdff5964bba445f87b,qr_codes\qr_318.png
319,Pooja Yadav,Rohit Mishra,Uttar Pradesh,Barabanki,Sadar,Basantpur,8969,149/4,Agricultural,2531,2022,26.223028,81.836168,LANDDOC-10319,2026-03-14 11:37:43,dc576102f00ed5ef4c2de803d94e3bf3bf5980fa0d2c7d2f502718021a66a6b1,qr_codes\qr_319.png
320,Neha Gupta,Rahul Verma,Uttar Pradesh,Lucknow,Bikapur,Kalyanpur,8865,983/6,Commercial,1119,2016,26.860904,81.1022,LANDDOC-10320,2026-03-14 11:37:43,4604571e33e38eb5d056216371bac66d58a2ec9dac09831acf4f8015d27334bd,qr_codes\qr_320.png
321,Arjun Singh,Arjun Singh,Uttar Pradesh,Varanasi,Meja,Kalyanpur,8017,505/7,Agricultural,3930,2024,27.320278,80.729215,LANDDOC-10321,2026-03-14 11:37:43,1a872eebfd44ae8739bd7148a8b9bc0dbd6ea5e45396ead26757ad9ad80784f8,qr_codes\qr_321.png
322,Priya Singh,Pooja Yadav,Uttar Pradesh,Barabanki,Meja,Shivpur,1131,747/7,Residential,1744,2015,26.668983,81.103167,LANDDOC-10322,2026-03-14 11:37:43,a1829a4e4dbf4723077ce6e8be1dea4565d27c13c1221fff15526c2af87b97bd,qr_codes\qr_322.png
323,Pooja Yadav,Deepak Yadav,Uttar Pradesh,Kanpur,Malihabad,Kalyanpur,8024,367/9,Agricultural,565,2024,26.528877,80.176626,LANDDOC-10323,2026-03-14 11:37:43,231b82f1706346e4a2e5cb4dc3c4a34ec84b39a95f0c01d25c38ed4cfaf7017f,qr_codes\qr_323.png
324,Deepak Yadav,Ankit Tiwari,Uttar Pradesh,Kanpur,Sadar,Lakshmipur,5237,943/9,Residential,4524,2018,25.647274,82.445778,LANDDOC-10324,2026-03-14 11:37:43,3267f0386000cd18a06b798b236928124a0ed588a1250d9f649c536436e42a44,qr_codes\qr_324.png
325,Ankit Tiwari,Anjali Srivastava,Uttar Pradesh,Barabanki,Sadar,Rampur,9511,953/5,Agricultural,2652,2023,26.890743,81.039498,LANDDOC-10325,2026-03-14 11:37:43,a5b4bc42723f3ac97b581f92ee9a831a28d0fff37eccb0e3ac5a25860f3b76f9,qr_codes\qr_325.png
326,Neha Gupta,Anjali Srivastava,Uttar Pradesh,Varanasi,Sadar,Madhopur,8951,253/3,Commercial,1095,2021,25.920368,81.362857,LANDDOC-10326,2026-03-14 11:37:43,3b0f46a3afd39c30bdb17db967d3e078648551415c862f9f6ee70bb409c42057,qr_codes\qr_326.png
327,Vikas Pandey,Arjun Singh,Uttar Pradesh,Kanpur,Meja,Rampur,8723,975/2,Agricultural,1911,2020,25.672047,81.079883,LANDDOC-10327,2026-03-14 11:37:43,320a9625ba9b0902cf4ec036d21acdb476e26b6545ec9d3772d12a7b1c427085,qr_codes\qr_327.png
328,Ankit Tiwari,Rahul Verma,Uttar Pradesh,Kanpur,Phulpur,Rampur,4167,750/6,Commercial,3221,2019,26.734827,81.560659,LANDDOC-10328,2026-03-14 11:37:43,645c374b460b96b396825a1e328b489750f348ae7837f892d299392b4d154c40,qr_codes\qr_328.png
329,Sneha Dubey,Amit Sharma,Uttar Pradesh,Gorakhpur,Bikapur,Kalyanpur,3842,636/1,Agricultural,2097,2020,25.763338,81.352002,LANDDOC-10329,2026-03-14 11:37:43,5e4fd44b4024a891e947649a495a3057b48b721cc249467609ab548ae3b3eceb,qr_codes\qr_329.png
330,Ravi Shukla,Arjun Singh,Uttar Pradesh,Barabanki,Sadar,Rampur,7506,422/8,Agricultural,3044,2023,26.05927,80.347753,LANDDOC-10330,2026-03-14 11:37:43,22daddf2695bc8baefe318ff8dcd2b433846fc5c9681d1488e89108c320a568d,qr_codes\qr_330.png
331,Ravi Shukla,Nidhi Saxena,Uttar Pradesh,Sitapur,Meja,Shivpur,3751,278/3,Commercial,1387,2015,27.360028,80.037995,LANDDOC-10331,2026-03-14 11:37:43,ee3a0fa58268040f26927b0445db549b58b058558fcc3fc2fdcf6906d9d1ddb7,qr_codes\qr_331.png
332,Priya Singh,Ankit Tiwari,Uttar Pradesh,Varanasi,Meja,Madhopur,7274,601/5,Agricultural,4739,2016,27.244467,80.370799,LANDDOC-10332,2026-03-14 11:37:43,99212b765b2631e8d42758afbb752b9e21945864c9231204fa9a9d278ff329da,qr_codes\qr_332.png
333,Neha Gupta,Vikas Pandey,Uttar Pradesh,Kanpur,Meja,Basantpur,3364,443/3,Commercial,2404,2023,26.717853,82.187518,LANDDOC-10333,2026-03-14 11:37:43,c1e2578c5e708982b27d4286006c2997a9476a573b21ab5da86a7916d1193a1f,qr_codes\qr_333.png
334,Rohit Mishra,Saurabh Jain,Uttar Pradesh,Kanpur,Meja,Madhopur,2321,451/8,Commercial,3205,2020,25.835433,80.393845,LANDDOC-10334,2026-03-14 11:37:43,6f94fab8887dcfd3861a7b9c10fe19a03cc622c7a4bbc4410555398843c3212a,qr_codes\qr_334.png
335,Amit Sharma,Pooja Yadav,Uttar Pradesh,Barabanki,Meja,Madhopur,1086,176/4,Commercial,3395,2017,26.570356,80.650807,LANDDOC-10335,2026-03-14 11:37:43,88cc5b4c976318863e447abc62f5659d56b90357235c58a525dac4dc60c6a771,qr_codes\qr_335.png
336,Rohit Mishra,Arjun Singh,Uttar Pradesh,Varanasi,Phulpur,Rampur,9113,866/3,Residential,2690,2024,26.417885,81.241548,LANDDOC-10336,2026-03-14 11:37:43,44c518213ba5dbe70214146348706169e28d6534f35ab6e1db93825f4f9e31e0,qr_codes\qr_336.png
337,Ankit Tiwari,Nidhi Saxena,Uttar Pradesh,Lucknow,Sadar,Madhopur,2397,136/6,Agricultural,2514,2016,27.229125,82.163349,LANDDOC-10337,2026-03-14 11:37:43,c9174c9a74ee0e6b3830dae4837cd523717387db8d3aebedbfa802ab86d29b73,qr_codes\qr_337.png
